orf_id,transcript,gene,is_canonical,classification,orf_class,chromosome,coor1,coor2,strand
orf214885,chr14_271523,YNL195C,canonical,conserved,Uncharacterized,chrXIV,271523,272308,-
orf215752,chr14_27197,NA,noncanonical,denovo,None,chrXIV,27197,27319,-
orf208354,chr14_272183,NA,noncanonical,other,None,chrXIV,272183,272380,+
orf217742,chr14_272377,NA,noncanonical,denovo,None,chrXIV,272377,272487,-
orf217741,chr14_272710,YNL194C,canonical,conserved,Verified,chrXIV,272710,273615,-
orf218666,chr14_27337,YNL326C,canonical,conserved,Verified,chrXIV,27337,28347,-
orf208359,chr14_273638,NA,noncanonical,denovo,None,chrXIV,273638,273742,+
orf211293,chr14_274368,YNL193W,canonical,conserved,Uncharacterized,chrXIV,274368,276044,+
orf205499,chr14_276502,YNL192W,canonical,conserved,Verified,chrXIV,276502,279897,+
orf214854,chr14_279959,NA,noncanonical,denovo,None,chrXIV,279959,280141,-
orf205503,chr14_280432,YNL191W,canonical,conserved,Verified,chrXIV,280432,281505,+
orf220651,chr14_281004,NA,noncanonical,other,None,chrXIV,281004,281303,-
orf205505,chr14_281818,NA,noncanonical,denovo,None,chrXIV,281818,281997,+
orf208398,chr14_282395,YNL190W,canonical,conserved,Verified,chrXIV,282395,283009,+
orf217705,chr14_282883,NA,noncanonical,other,None,chrXIV,282883,283092,-
orf208401,chr14_283595,NA,noncanonical,denovo,None,chrXIV,283595,283678,+
orf205510,chr14_284260,YNL189W,canonical,conserved,Verified,chrXIV,284260,285888,+
orf211318,chr14_286308,YNL188W,canonical,conserved,Verified,chrXIV,286308,287609,+
orf215745,chr14_28739,YNL325C,canonical,conserved,Verified,chrXIV,28739,31378,-
orf211320,chr14_287772,YNL187W,canonical,conserved,Verified,chrXIV,287772,289067,+
orf205535,chr14_289498,YNL186W,canonical,conserved,Verified,chrXIV,289498,291876,+
orf211325,chr14_291873,NA,noncanonical,other,None,chrXIV,291873,291926,+
orf214815,chr14_292046,NA,noncanonical,denovo,None,chrXIV,292046,292099,-
orf214814,chr14_292193,YNL185C,canonical,conserved,Verified,chrXIV,292193,292669,-
orf220612,chr14_292557,YNL184C,canonical,other,Uncharacterized,chrXIV,292557,292883,-
orf217672,chr14_293137,YNL183C,canonical,conserved,Verified,chrXIV,293137,295509,-
orf217670,chr14_295960,YNL182C,canonical,conserved,Verified,chrXIV,295960,297627,-
orf220582,chr14_297654,NA,noncanonical,denovo,None,chrXIV,297654,297809,-
orf220580,chr14_297906,NA,noncanonical,denovo,None,chrXIV,297906,298064,-
orf211355,chr14_298335,YNL181W,canonical,conserved,Uncharacterized,chrXIV,298335,299558,+
orf214792,chr14_299654,YNL180C,canonical,conserved,Verified,chrXIV,299654,300649,-
orf217654,chr14_301525,NA,noncanonical,denovo,None,chrXIV,301525,301632,-
orf205579,chr14_302680,YNL178W,canonical,conserved,Verified,chrXIV,302680,303402,+
orf217645,chr14_303412,NA,noncanonical,denovo,None,chrXIV,303412,303486,-
orf220563,chr14_303570,NA,noncanonical,denovo,None,chrXIV,303570,303632,-
orf214782,chr14_303686,YNL177C,canonical,conserved,Verified,chrXIV,303686,304615,-
orf220558,chr14_305070,YNL176C,canonical,conserved,Verified,chrXIV,305070,306980,-
orf220557,chr14_307401,YNL175C,canonical,conserved,Verified,chrXIV,307401,308612,-
orf214760,chr14_308957,YNL173C,canonical,conserved,Verified,chrXIV,308957,310057,-
orf205602,chr14_310636,YNL172W,canonical,conserved,Verified,chrXIV,310636,315882,+
orf220535,chr14_316107,NA,noncanonical,other,None,chrXIV,316107,316172,-
orf214736,chr14_316169,YNL169C,canonical,conserved,Verified,chrXIV,316169,317671,-
orf217589,chr14_317920,NA,noncanonical,other,None,chrXIV,317920,318030,-
orf220529,chr14_318030,YNL168C,canonical,conserved,Uncharacterized,chrXIV,318030,318809,-
orf211406,chr14_318744,NA,noncanonical,other,None,chrXIV,318744,318830,+
orf205615,chr14_319039,NA,noncanonical,other,None,chrXIV,319039,319098,+
orf208574,chr14_319118,NA,noncanonical,denovo,None,chrXIV,319118,319192,+
orf220526,chr14_319416,YNL167C,canonical,conserved,Verified,chrXIV,319416,321359,-
orf210392,chr14_31944,YNL323W,canonical,conserved,Verified,chrXIV,31944,33188,+
orf217582,chr14_322219,YNL166C,canonical,conserved,Verified,chrXIV,322219,323565,-
orf211418,chr14_323832,YNL165W,canonical,conserved,Uncharacterized,chrXIV,323832,325052,+
orf208592,chr14_325184,NA,noncanonical,denovo,None,chrXIV,325184,325255,+
orf214697,chr14_325265,YNL164C,canonical,conserved,Verified,chrXIV,325265,326320,-
orf214694,chr14_326741,YNL163C,canonical,conserved,Verified,chrXIV,326741,330073,-
orf218633,chr14_33001,NA,noncanonical,other,None,chrXIV,33001,33174,-
orf208615,chr14_330329,YNL162W-A,canonical,conserved,Uncharacterized,chrXIV,330329,330547,+
orf220493,chr14_330558,NA,noncanonical,denovo,None,chrXIV,330558,330662,-
orf205659,chr14_330613,NA,noncanonical,other,None,chrXIV,330613,330678,+
NA,chr14_331322,YNL162W,canonical,conserved,Verified,chrXIV,331322,332154,+
orf208623,chr14_332597,YNL161W,canonical,conserved,Verified,chrXIV,332597,334867,+
orf221557,chr14_33294,YNL322C,canonical,conserved,Verified,chrXIV,33294,34235,-
orf217520,chr14_334927,NA,noncanonical,denovo,None,chrXIV,334927,335073,-
orf211463,chr14_335034,NA,noncanonical,denovo,None,chrXIV,335034,335141,+
orf205669,chr14_335134,NA,noncanonical,denovo,None,chrXIV,335134,335238,+
orf217519,chr14_335173,NA,noncanonical,other,None,chrXIV,335173,335241,-
orf220478,chr14_335361,NA,noncanonical,denovo,None,chrXIV,335361,335468,-
orf211464,chr14_335373,NA,noncanonical,other,None,chrXIV,335373,335525,+
orf220477,chr14_335481,NA,noncanonical,other,None,chrXIV,335481,335537,-
orf208625,chr14_335579,NA,noncanonical,denovo,None,chrXIV,335579,335665,+
orf220474,chr14_335745,NA,noncanonical,denovo,None,chrXIV,335745,335900,-
orf214664,chr14_335912,NA,noncanonical,denovo,None,chrXIV,335912,336013,-
orf211469,chr14_336255,NA,noncanonical,denovo,None,chrXIV,336255,336404,+
orf208628,chr14_336545,YNL160W,canonical,conserved,Verified,chrXIV,336545,337609,+
orf208629,chr14_337745,NA,noncanonical,denovo,None,chrXIV,337745,337795,+
orf220462,chr14_337986,NA,noncanonical,denovo,None,chrXIV,337986,338048,-
orf220459,chr14_338478,YNL159C,canonical,conserved,Verified,chrXIV,338478,339347,-
orf211487,chr14_339612,YNL158W,canonical,conserved,Verified,chrXIV,339612,340208,+
orf205689,chr14_340288,NA,noncanonical,other,None,chrXIV,340288,340362,+
orf208639,chr14_340352,YNL157W,canonical,conserved,Verified,chrXIV,340352,340858,+
orf214644,chr14_341069,YNL156C,canonical,conserved,Verified,chrXIV,341069,341968,-
orf217491,chr14_341911,NA,noncanonical,other,None,chrXIV,341911,342135,-
orf211498,chr14_342516,YNL155W,canonical,conserved,Verified,chrXIV,342516,343340,+
orf217483,chr14_343636,YNL154C,canonical,conserved,Verified,chrXIV,343636,345276,-
orf220432,chr14_345669,YNL153C,canonical,conserved,Verified,chrXIV,345669,346058,-
orf205710,chr14_345742,NA,noncanonical,other,None,chrXIV,345742,346005,+
orf208656,chr14_346313,YNL152W,canonical,conserved,Verified,chrXIV,346313,347542,+
orf204556,chr14_34696,YNL321W,canonical,conserved,Verified,chrXIV,34696,37422,+
orf220422,chr14_347766,YNL151C,canonical,conserved,Verified,chrXIV,347766,348521,-
orf217478,chr14_348508,NA,noncanonical,other,None,chrXIV,348508,348654,-
orf217473,chr14_349186,NA,noncanonical,denovo,None,chrXIV,349186,349269,-
orf211526,chr14_349251,YNL150W,noncanonical,denovo,Dubious,chrXIV,349251,349658,+
orf214610,chr14_349367,YNL149C,canonical,conserved,Verified,chrXIV,349367,349756,-
orf214607,chr14_349907,YNL148C,canonical,conserved,Verified,chrXIV,349907,350671,-
orf211530,chr14_350724,NA,noncanonical,other,None,chrXIV,350724,350846,+
NA,chr14_350940,YNL147W,canonical,conserved,Verified,chrXIV,350940,351383,+
orf214604,chr14_351203,NA,noncanonical,other,None,chrXIV,351203,351316,-
orf214603,chr14_351386,YNL146C-A,canonical,denovo,Uncharacterized,chrXIV,351386,351580,-
orf217458,chr14_351679,NA,noncanonical,other,None,chrXIV,351679,351744,-
orf205733,chr14_351715,YNL146W,canonical,conserved,Uncharacterized,chrXIV,351715,352017,+
orf205737,chr14_352414,YNL145W,canonical,conserved,Verified,chrXIV,352414,352530,+
orf214594,chr14_352820,YNL144C,canonical,conserved,Uncharacterized,chrXIV,352820,355042,-
orf208679,chr14_354689,NA,noncanonical,denovo,None,chrXIV,354689,354964,+
orf208680,chr14_355208,NA,noncanonical,denovo,None,chrXIV,355208,355477,+
orf205747,chr14_355765,NA,noncanonical,other,None,chrXIV,355765,355839,+
orf208684,chr14_356126,NA,noncanonical,denovo,None,chrXIV,356126,356233,+
orf205751,chr14_356236,NA,noncanonical,denovo,None,chrXIV,356236,356379,+
orf211551,chr14_356379,NA,noncanonical,denovo,None,chrXIV,356379,356459,+
orf208685,chr14_356426,NA,noncanonical,other,None,chrXIV,356426,356533,+
orf214588,chr14_356504,NA,noncanonical,other,None,chrXIV,356504,356590,-
orf217428,chr14_356794,YNL143C,canonical,denovo,Uncharacterized,chrXIV,356794,357186,-
orf208688,chr14_356858,NA,noncanonical,other,None,chrXIV,356858,356992,+
orf208689,chr14_357227,NA,noncanonical,denovo,None,chrXIV,357227,357358,+
orf211554,chr14_357453,YNL142W,canonical,conserved,Verified,chrXIV,357453,358952,+
orf220382,chr14_358746,NA,noncanonical,denovo,None,chrXIV,358746,359006,-
orf220381,chr14_359082,NA,noncanonical,denovo,None,chrXIV,359082,359279,-
orf205770,chr14_359596,YNL141W,canonical,conserved,Verified,chrXIV,359596,360639,+
orf220375,chr14_360924,YNL139C,canonical,conserved,Verified,chrXIV,360924,365717,-
NA,chr14_366033,YNL138W-A,canonical,conserved,Verified,chrXIV,366033,366412,+
orf211589,chr14_366741,YNL138W,canonical,conserved,Verified,chrXIV,366741,368321,+
orf205797,chr14_368395,NA,noncanonical,denovo,None,chrXIV,368395,368454,+
orf220364,chr14_368595,YNL137C,canonical,conserved,Verified,chrXIV,368595,370055,-
orf211596,chr14_370368,YNL136W,canonical,conserved,Verified,chrXIV,370368,371645,+
NA,chr14_371,YNL339C,canonical,conserved,Verified,chrXIV,371,6098,-
orf214510,chr14_371456,NA,noncanonical,denovo,None,chrXIV,371456,371692,-
orf214509,chr14_371882,YNL135C,canonical,conserved,Verified,chrXIV,371882,372226,-
orf214508,chr14_372362,NA,noncanonical,other,None,chrXIV,372362,372433,-
orf217378,chr14_372451,YNL134C,canonical,conserved,Verified,chrXIV,372451,373581,-
orf208748,chr14_372557,NA,noncanonical,other,None,chrXIV,372557,372766,+
orf208755,chr14_373508,NA,noncanonical,other,None,chrXIV,373508,373621,+
orf208756,chr14_373799,NA,noncanonical,denovo,None,chrXIV,373799,373867,+
orf205820,chr14_373960,NA,noncanonical,other,None,chrXIV,373960,374058,+
orf211608,chr14_374055,NA,noncanonical,denovo,None,chrXIV,374055,374117,+
orf214501,chr14_374171,YNL133C,canonical,conserved,Verified,chrXIV,374171,374692,-
orf211609,chr14_374202,NA,noncanonical,other,None,chrXIV,374202,374375,+
orf211614,chr14_375321,YNL132W,canonical,conserved,Verified,chrXIV,375321,378491,+
orf207579,chr14_37700,YNL320W,canonical,conserved,Uncharacterized,chrXIV,37700,38554,+
orf208768,chr14_378767,YNL131W,canonical,conserved,Verified,chrXIV,378767,379225,+
orf217355,chr14_378832,NA,noncanonical,other,None,chrXIV,378832,379182,-
orf214482,chr14_379406,NA,noncanonical,other,None,chrXIV,379406,379480,-
orf214481,chr14_379484,NA,noncanonical,other,None,chrXIV,379484,379519,-
orf208771,chr14_379502,NA,noncanonical,other,None,chrXIV,379502,379561,+
NA,chr14_379558,YNL130C,canonical,conserved,Verified,chrXIV,379558,380831,-
orf220323,chr14_380754,NA,noncanonical,other,None,chrXIV,380754,380873,-
orf214476,chr14_381245,YNL130C-A,canonical,denovo,Uncharacterized,chrXIV,381245,381391,-
orf211632,chr14_381480,YNL129W,canonical,conserved,Verified,chrXIV,381480,382202,+
orf208783,chr14_382265,NA,noncanonical,denovo,None,chrXIV,382265,382318,+
orf211634,chr14_382359,YNL128W,canonical,conserved,Verified,chrXIV,382359,383663,+
orf208789,chr14_383987,YNL127W,canonical,conserved,Verified,chrXIV,383987,386848,+
orf205887,chr14_386983,NA,noncanonical,denovo,None,chrXIV,386983,387054,+
orf218611,chr14_38707,YNL318C,canonical,conserved,Verified,chrXIV,38707,40329,-
orf208793,chr14_387227,YNL126W,canonical,conserved,Verified,chrXIV,387227,389767,+
orf214436,chr14_390146,YNL125C,canonical,conserved,Verified,chrXIV,390146,392167,-
orf205907,chr14_392701,NA,noncanonical,denovo,None,chrXIV,392701,392793,+
orf211689,chr14_392892,YNL124W,canonical,conserved,Verified,chrXIV,392892,394370,+
orf211690,chr14_394398,NA,noncanonical,denovo,None,chrXIV,394398,394508,+
orf208804,chr14_394685,YNL123W,canonical,conserved,Verified,chrXIV,394685,397678,+
orf220256,chr14_397725,NA,noncanonical,denovo,None,chrXIV,397725,397799,-
orf220255,chr14_397890,NA,noncanonical,denovo,None,chrXIV,397890,398009,-
orf217290,chr14_398023,YNL122C,canonical,conserved,Verified,chrXIV,398023,398370,-
orf220252,chr14_398529,NA,noncanonical,denovo,None,chrXIV,398529,398600,-
orf214411,chr14_398684,YNL121C,canonical,conserved,Verified,chrXIV,398684,400537,-
orf211733,chr14_401040,YNL119W,canonical,conserved,Verified,chrXIV,401040,402521,+
orf217267,chr14_402652,YNL118C,canonical,conserved,Verified,chrXIV,402652,405564,-
orf207591,chr14_40619,YNL317W,canonical,conserved,Verified,chrXIV,40619,42016,+
orf208826,chr14_406358,YNL117W,canonical,conserved,Verified,chrXIV,406358,408022,+
orf217257,chr14_407557,NA,noncanonical,other,None,chrXIV,407557,407709,-
orf214392,chr14_407837,NA,noncanonical,denovo,None,chrXIV,407837,408064,-
orf208828,chr14_408341,YNL116W,canonical,conserved,Verified,chrXIV,408341,409909,+
orf217249,chr14_410119,YNL115C,canonical,conserved,Uncharacterized,chrXIV,410119,412053,-
orf217245,chr14_412684,YNL114C,noncanonical,denovo,Dubious,chrXIV,412684,413055,-
orf205993,chr14_412771,YNL113W,canonical,conserved,Verified,chrXIV,412771,413199,+
orf205994,chr14_413200,NA,noncanonical,denovo,None,chrXIV,413200,413283,+
NA,chr14_413639,YNL112W,canonical,conserved,Verified,chrXIV,413639,416281,+
orf220179,chr14_416085,NA,noncanonical,other,None,chrXIV,416085,416306,-
orf206002,chr14_416353,NA,noncanonical,denovo,None,chrXIV,416353,416427,+
orf211806,chr14_416559,NA,noncanonical,denovo,None,chrXIV,416559,416735,+
orf220175,chr14_416802,NA,noncanonical,denovo,None,chrXIV,416802,416840,-
orf220174,chr14_416940,YNL111C,canonical,conserved,Verified,chrXIV,416940,417302,-
orf217233,chr14_417826,YNL110C,canonical,conserved,Verified,chrXIV,417826,418488,-
orf208861,chr14_418964,YNL109W,noncanonical,other,Dubious,chrXIV,418964,419509,+
orf217229,chr14_419014,YNL108C,canonical,conserved,Verified,chrXIV,419014,419826,-
orf208865,chr14_420098,YNL107W,canonical,conserved,Verified,chrXIV,420098,420778,+
orf215710,chr14_42071,YNL316C,canonical,conserved,Verified,chrXIV,42071,43177,-
orf220153,chr14_420831,NA,noncanonical,other,None,chrXIV,420831,420911,-
orf214349,chr14_420944,YNL106C,canonical,conserved,Verified,chrXIV,420944,424495,-
orf214348,chr14_424895,YNL104C,canonical,conserved,Verified,chrXIV,424895,426754,-
orf208896,chr14_427106,NA,noncanonical,denovo,None,chrXIV,427106,427273,+
orf208897,chr14_427295,NA,noncanonical,denovo,None,chrXIV,427295,427492,+
orf206041,chr14_427735,YNL103W,canonical,conserved,Verified,chrXIV,427735,429753,+
orf206042,chr14_430087,YNL102W,canonical,conserved,Verified,chrXIV,430087,434493,+
orf215709,chr14_43184,NA,noncanonical,denovo,None,chrXIV,43184,43276,-
orf218591,chr14_43324,YNL315C,canonical,conserved,Verified,chrXIV,43324,44280,-
orf208957,chr14_434999,YNL101W,canonical,conserved,Verified,chrXIV,434999,437140,+
orf217139,chr14_435610,NA,noncanonical,denovo,None,chrXIV,435610,435930,-
orf211875,chr14_437613,YNL100W,canonical,conserved,Verified,chrXIV,437613,438317,+
orf217123,chr14_438388,NA,noncanonical,other,None,chrXIV,438388,438441,-
orf220096,chr14_438438,NA,noncanonical,denovo,None,chrXIV,438438,438518,-
orf206058,chr14_438511,NA,noncanonical,other,None,chrXIV,438511,438801,+
orf220095,chr14_438567,YNL099C,canonical,conserved,Verified,chrXIV,438567,439283,-
orf211879,chr14_439155,NA,noncanonical,other,None,chrXIV,439155,439352,+
orf220093,chr14_439602,YNL098C,canonical,conserved,Verified,chrXIV,439602,440570,-
orf206065,chr14_440335,NA,noncanonical,other,None,chrXIV,440335,440631,+
orf217119,chr14_440797,YNL097C-B,canonical,other,Uncharacterized,chrXIV,440797,440919,-
orf211883,chr14_440802,NA,noncanonical,denovo,None,chrXIV,440802,440930,+
orf208970,chr14_440918,NA,noncanonical,other,None,chrXIV,440918,441049,+
orf220089,chr14_441366,YNL097C,canonical,conserved,Verified,chrXIV,441366,442358,-
orf208972,chr14_441431,YNL097W-A,noncanonical,other,Dubious,chrXIV,441431,441586,+
orf211894,chr14_443091,NA,noncanonical,denovo,None,chrXIV,443091,443255,+
orf217114,chr14_443110,NA,noncanonical,denovo,None,chrXIV,443110,443253,-
orf220082,chr14_443256,NA,noncanonical,denovo,None,chrXIV,443256,443312,-
NA,chr14_443398,YNL096C,canonical,conserved,Verified,chrXIV,443398,444315,-
orf207602,chr14_44447,YNL314W,canonical,conserved,Verified,chrXIV,44447,45214,+
orf211903,chr14_444843,NA,noncanonical,denovo,None,chrXIV,444843,444950,+
orf220073,chr14_444912,YNL095C,canonical,conserved,Uncharacterized,chrXIV,444912,446840,-
orf206082,chr14_446371,NA,noncanonical,other,None,chrXIV,446371,446781,+
orf217102,chr14_446929,NA,noncanonical,denovo,None,chrXIV,446929,447075,-
orf208999,chr14_447611,YNL094W,canonical,conserved,Verified,chrXIV,447611,449374,+
orf206089,chr14_449437,NA,noncanonical,denovo,None,chrXIV,449437,449517,+
orf211926,chr14_449868,YNL093W,canonical,conserved,Verified,chrXIV,449868,450530,+
orf206097,chr14_450871,YNL092W,canonical,conserved,Verified,chrXIV,450871,452073,+
orf211930,chr14_452139,NA,noncanonical,denovo,None,chrXIV,452139,452279,+
orf209012,chr14_452408,YNL091W,canonical,conserved,Verified,chrXIV,452408,456130,+
orf210444,chr14_45249,NA,noncanonical,other,None,chrXIV,45249,45479,+
orf215699,chr14_45308,YNL313C,canonical,conserved,Verified,chrXIV,45308,48022,-
orf206099,chr14_456565,YNL090W,canonical,conserved,Verified,chrXIV,456565,457143,+
orf220025,chr14_456693,YNL089C,noncanonical,other,Dubious,chrXIV,456693,457169,-
orf211960,chr14_457161,NA,noncanonical,denovo,None,chrXIV,457161,457211,+
orf211963,chr14_457704,YNL088W,canonical,conserved,Verified,chrXIV,457704,461990,+
orf211965,chr14_462411,YNL087W,canonical,conserved,Verified,chrXIV,462411,465947,+
orf214204,chr14_464741,NA,noncanonical,other,None,chrXIV,464741,464914,-
orf220003,chr14_465981,NA,noncanonical,other,None,chrXIV,465981,466154,-
orf214201,chr14_466163,NA,noncanonical,denovo,None,chrXIV,466163,466375,-
orf209043,chr14_466334,YNL086W,canonical,conserved,Verified,chrXIV,466334,466642,+
orf206172,chr14_467131,YNL085W,canonical,conserved,Verified,chrXIV,467131,469623,+
orf206173,chr14_469633,NA,noncanonical,denovo,None,chrXIV,469633,469749,+
orf217010,chr14_470053,YNL084C,canonical,conserved,Verified,chrXIV,470053,471102,-
orf211976,chr14_470976,NA,noncanonical,denovo,None,chrXIV,470976,471194,+
orf209075,chr14_471377,YNL083W,canonical,conserved,Verified,chrXIV,471377,472861,+
orf211986,chr14_472755,NA,noncanonical,other,None,chrXIV,472755,473015,+
orf211989,chr14_473298,YNL082W,canonical,conserved,Verified,chrXIV,473298,476012,+
orf214166,chr14_476054,NA,noncanonical,denovo,None,chrXIV,476054,476140,-
orf216992,chr14_476188,YNL081C,canonical,conserved,Verified,chrXIV,476188,476619,-
